Parameter name,Description,Unit,Data type,Parameter address
,,,,via fieldbus
HMI menu,,Minimum value,R/W,
HMI name,,Factory setting,Persistent,
,,Maximum value,Expert,
CTRL1_KPp,Position controller P gain.,1/s,UINT16,CANopen 3012:3h
ConF→drC-,The default value is calculated.,2.0,R/W,Modbus 4614
PP1,In the case of switching between the two control,-,per.,Profibus 4614
,"loop parameter sets, the values are changed",,,
,linearly over the time defined in the parameter,900.0,-,CIP 118.1.3
,CTRL_ParChgTime.,,,
,,,,ModbusTCP 4614
,In increments of 0.1 1/s.,,,
,,,,EtherCAT 3012:3h
,Modified settings become active immediately.,,,
,,,,PROFINET 4614
CTRL1_TAUiref,Filter time constant of the reference current value,ms,UINT16,CANopen 3012:5h
,filter.,,,
,,0.00,R/W,Modbus 4618
,In the case of switching between the two control,,,
,"loop parameter sets, the values are changed",0.50,per.,Profibus 4618
,linearly over the time defined in the parameter,,,
,CTRL_ParChgTime.,4.00,-,CIP 118.1.5
,In increments of 0.01 ms.,,,ModbusTCP 4618
,Modified settings become active immediately.,,,EtherCAT 3012:5h
,,,,PROFINET 4618
CTRL1_TAUnref,Filter time constant of the reference velocity value,ms,UINT16,CANopen 3012:4h
,filter.,,,
ConF→drC-,,0.00,R/W,Modbus 4616
,In the case of switching between the two control,,,
tAu1,"loop parameter sets, the values are changed",9.00,per.,Profibus 4616
,linearly over the time defined in the parameter,,,
,CTRL_ParChgTime.,327.67,-,CIP 118.1.4
,In increments of 0.01 ms.,,,ModbusTCP 4616
,Modified settings become active immediately.,,,EtherCAT 3012:4h
,,,,PROFINET 4616
CTRL1_KFPp,Velocity feed-forward control.,%,UINT16,CANopen 3012:6h
ConF→drC-,In the case of switching between the two control,0.0,R/W,Modbus 4620
,"loop parameter sets, the values are changed",,,
FPP1,linearly over the time defined in the parameter,0.0,per.,Profibus 4620
,CTRL_ParChgTime.,,,
,,200.0,-,CIP 118.1.6
,In increments of 0.1 %.,,,
,,,,ModbusTCP 4620
,Modified settings become active immediately.,,,
,,,,EtherCAT 3012:6h
,,,,PROFINET 4620
CTRL1_Nf1damp,Notch filter 1: Damping.,%,UINT16,CANopen 3012:8h
,In increments of 0.1 %.,55.0,R/W,Modbus 4624
,Modified settings become active immediately.,90.0,per.,Profibus 4624
,,99.0,expert,CIP 118.1.8
,,,,ModbusTCP 4624
,,,,EtherCAT 3012:8h
,,,,PROFINET 4624
