Parameter name,Description,Unit,Data type,Parameter address
,,,,via fieldbus
HMI menu,,Minimum value,R/W,
HMI name,,Factory setting,Persistent,
,,Maximum value,Expert,
,24 / Switch Controller Parameter Set /CPAr:,,,
,Switches control loop parameter set,,,
,27 / Operating Mode Switch /MSWt: Switches,,,
,operating mode,,,
,28 / Velocity Controller Integral Off /tnoF:,,,
,Switches off velocity controller integral term,,,
,29 / Start Motion Sequence /StMS: Motion,,,
,Sequence: Starts a motion sequence,,,
,31 / Activate RMAC /ArMc: Activates the,,,
,relative movement after capture (RMAC),,,
,32 / Activate Operating Mode /AcoP:,,,
,Activates operating mode,,,
,35 / Data Set Bit 4 /dSb4: Motion Sequence:,,,
,Data set bit 4,,,
,36 / Data Set Bit 5 /dSb5: Motion Sequence:,,,
,Data set bit 5,,,
,37 / Data Set Bit 6 /dSb6: Motion Sequence:,,,
,Data set bit 6,,,
,38 / Inversion AI11 (IO Module) /A11i:,,,
,Inverts analog input AI11 (I/O module),,,
,39 / Inversion AI12 (IO Module) /A12i:,,,
,Inverts analog input AI12 (I/O module),,,
,40 / Release Holding Brake /rEhb: Releases,,,
,the holding brake,,,
,Setting can only be modified if power stage is,,,
,disabled.,,,
,Modified settings become active the next time the,,,
,product is powered on.,,,
,Available with firmware version ≥V01.06.,,,
IOM1_IOfunct_DQ10,IOM1 Function Output DQ10.,-,UINT16,CANopen 304F:5Ah
ConF→i-o-,1 / Freely Available /nonE: Available as,-,R/W,Modbus 20404
,required,,,
do10,,-,per.,Profibus 20404
,2 / No Fault /nFLt: Signals operating states,,,
,"Ready To Switch On, Switched On and Operation",-,-,CIP 179.1.90
,Enabled,,,
,,,,ModbusTCP 20404
,3 / Active /Acti: Signals operating state,,,
,Operation Enabled,,,EtherCAT 304F:5Ah
,4 / RMAC Active Or Finished /rMcA: Relative,,,PROFINET 20404
,movement after capture active or finished (RMAC),,,
,5 / In Position Deviation Window /in-P:,,,
,Position deviation is within window,,,
,6 / In Velocity Deviation Window /in-V:,,,
,Velocity deviation is within window,,,
,7 / Velocity Below Threshold /Vthr: Motor,,,
,velocity below threshold,,,
,8 / Current Below Threshold /ithr: Motor,,,
,current below threshold,,,
,9 / Halt Acknowledge /hALt: Halt,,,
,acknowledgement,,,
,11 / Motion Sequence: Start Acknowledge /,,,
,dSAc: Motion Sequence: Acknowledgement of,,,
,start request,,,
,13 / Motor Standstill /MStd: Motor at a,,,
,standstill,,,
