Parameter name,Description,Unit,Data type,Parameter address
,,,,via fieldbus
HMI menu,,Minimum value,R/W,
HMI name,,Factory setting,Persistent,
,,Maximum value,Expert,
PosReg2Source,Selection of source for position register channel 2.,-,UINT16,CANopen 300B:7h
,0 / Pact Encoder 1: Source for position register,0,R/W,Modbus 2830
,channel 2 is Pact of encoder 1,,,
,,0,per.,Profibus 2830
,1 / Pact Encoder 2: Source for position register,,,
,channel 2 is Pact of encoder 2 (module),1,-,CIP 111.1.7
,Modified settings become active immediately.,,,ModbusTCP 2830
,,,,EtherCAT 300B:7h
,,,,PROFINET 2830
PosReg2Start,Start/stop of position register channel 2.,-,UINT16,CANopen 300B:3h
,0 / Off (keep last state): Position Register,0,R/W,Modbus 2822
,channel 2 is off and status bit keeps last state,,,
,,0,-,Profibus 2822
,1 / On: Position Register channel 2 is on,,,
,,3,-,CIP 111.1.3
,2 / Off (set state 0): Position Register channel 2 is,,,
,off and status bit is set to 0,,,ModbusTCP 2822
,3 / Off (set state 1): Position Register channel 2 is,,,EtherCAT 300B:3h
,off and status bit is set to 1,,,
,,,,PROFINET 2822
,Modified settings become active immediately.,,,
PosReg2ValueA,Comparison value A for position register channel,usr_p,INT32,CANopen 300B:Ah
,2.,,,
,,-,R/W,Modbus 2836
,,0,per.,Profibus 2836
,,-,-,CIP 111.1.10
,,,,ModbusTCP 2836
,,,,EtherCAT 300B:Ah
,,,,PROFINET 2836
PosReg2ValueB,Comparison value B for position register channel,usr_p,INT32,CANopen 300B:Bh
,2.,,,
,,-,R/W,Modbus 2838
,,0,per.,Profibus 2838
,,-,-,CIP 111.1.11
,,,,ModbusTCP 2838
,,,,EtherCAT 300B:Bh
,,,,PROFINET 2838
