Parameter name,Description,Unit,Data type,Parameter address
,,,,via fieldbus
HMI menu,,Minimum value,R/W,
HMI name,,Factory setting,Persistent,
,,Maximum value,Expert,
CTRL1_KPn,Velocity controller P gain.,A/RPM,UINT16,CANopen 3012:1h
ConF→drC-,The default value is calculated on the basis of the,0.0001,R/W,Modbus 4610
,motor parameters.,,,
Pn1,,-,per.,Profibus 4610
,In the case of switching between the two control,,,
,"loop parameter sets, the values are changed",2.5400,-,CIP 118.1.1
,linearly over the time defined in the parameter,,,
,CTRL_ParChgTime.,,,ModbusTCP 4610
,In increments of 0.0001 A/RPM.,,,EtherCAT 3012:1h
,Modified settings become active immediately.,,,PROFINET 4610
CTRL1_KPp,Position controller P gain.,1/s,UINT16,CANopen 3012:3h
ConF→drC-,The default value is calculated.,2.0,R/W,Modbus 4614
PP1,In the case of switching between the two control,-,per.,Profibus 4614
,"loop parameter sets, the values are changed",,,
,linearly over the time defined in the parameter,900.0,-,CIP 118.1.3
,CTRL_ParChgTime.,,,
,,,,ModbusTCP 4614
,In increments of 0.1 1/s.,,,
,,,,EtherCAT 3012:3h
,Modified settings become active immediately.,,,
,,,,PROFINET 4614
CTRL1_Nf1bandw,Notch filter 1: Bandwidth.,%,UINT16,CANopen 3012:Ah
,Definition of bandwidth: 1 - Fb/F0,1.0,R/W,Modbus 4628
,In increments of 0.1 %.,70.0,per.,Profibus 4628
,Modified settings become active immediately.,90.0,expert,CIP 118.1.10
,,,,ModbusTCP 4628
,,,,EtherCAT 3012:Ah
,,,,PROFINET 4628
CTRL1_Nf1damp,Notch filter 1: Damping.,%,UINT16,CANopen 3012:8h
,In increments of 0.1 %.,55.0,R/W,Modbus 4624
,Modified settings become active immediately.,90.0,per.,Profibus 4624
,,99.0,expert,CIP 118.1.8
,,,,ModbusTCP 4624
,,,,EtherCAT 3012:8h
,,,,PROFINET 4624
CTRL1_Nf1freq,Notch filter 1: Frequency.,Hz,UINT16,CANopen 3012:9h
,The filter is deactivated at a value of 15000.,50.0,R/W,Modbus 4626
,In increments of 0.1 Hz.,1500.0,per.,Profibus 4626
,Modified settings become active immediately.,1500.0,expert,CIP 118.1.9
,,,,ModbusTCP 4626
,,,,EtherCAT 3012:9h
,,,,PROFINET 4626
