Parameter name,Description,Unit,Data type,Parameter address
,,,,via fieldbus
HMI menu,,Minimum value,R/W,
HMI name,,Factory setting,Persistent,
,,Maximum value,Expert,
PosReg4Start,Start/stop of position register channel 4.,-,UINT16,CANopen 300B:Dh
,0 / Off (keep last state): Position Register,0,R/W,Modbus 2842
,channel 4 is off and status bit keeps last state,,,
,,0,-,Profibus 2842
,1 / On: Position Register channel 4 is on,,,
,,3,-,CIP 111.1.13
,2 / Off (set state 0): Position Register channel 4 is,,,
,off and status bit is set to 0,,,ModbusTCP 2842
,3 / Off (set state 1): Position Register channel 4 is,,,EtherCAT 300B:Dh
,off and status bit is set to 1,,,
,,,,PROFINET 2842
,Modified settings become active immediately.,,,
,Available with firmware version ≥V01.04.,,,
PosRegGroupStart,Start/stop of position register channels.,-,UINT16,CANopen 300B:16h
,0 / No Channel: No channel activated,0,R/W,Modbus 2860
,1 / Channel 1: Channel 1 activated,0,per.,Profibus 2860
,2 / Channel 2: Channel 2 activated,15,-,CIP 111.1.22
,3 / Channel 1 & 2: Channels 1 and 2 activated,,,ModbusTCP 2860
,4 / Channel 3: Channel 3 activated,,,EtherCAT 300B:16h
,5 / Channel 1 & 3: Channels 1 and 3 activated,,,PROFINET 2860
,6 / Channel 2 & 3: Channels 2 and 3 activated,,,
,"7 / Channel 1 & 2 & 3: Channels 1, 2 and 3",,,
,activated,,,
,8 / Channel 4: Channel 4 activated,,,
,9 / Channel 1 & 4: Channels 1 and 4 activated,,,
,10 / Channel 2 & 4: Channels 2 and 4 activated,,,
,"11 / Channel 1 & 2 & 4: Channels 1, 2 and 4",,,
,activated,,,
,12 / Channel 3 & 4: Channels 3 and 4 activated,,,
,"13 / Channel 1 & 3 & 4: Channels 1, 3 and 4",,,
,activated,,,
,"14 / Channel 2 & 3 & 4: Channels 2, 3 and 4",,,
,activated,,,
,"15 / Channel 1 & 2 & 3 & 4: Channels 1, 2, 3 and",,,
,4 activated,,,
,Modified settings become active immediately.,,,
,Available with firmware version ≥V01.14.,,,
