Parameter name,Description,Unit,Data type,Parameter address
,,,,via fieldbus
HMI menu,,Minimum value,R/W,
HMI name,,Factory setting,Persistent,
,,Maximum value,Expert,
GEARratio,Selection of gear ratio.,-,UINT16,CANopen 3026:6h
ConF→i-o-,0 / Gear Factor /FAct: Usage of gear ratio,0,R/W,Modbus 9740
,adjusted with GEARnum/GEARdenom,,,
GFAC,,0,per.,Profibus 9740
,1 / 200 /200: 200,,,
,,11,-,CIP 138.1.6
,2 / 400 /400: 400,,,
,,,,ModbusTCP 9740
,3 / 500 /500: 500,,,
,,,,EtherCAT 3026:6h
,4 / 1000 /1000: 1000,,,
,,,,PROFINET 9740
,5 / 2000 /2000: 2000,,,
,6 / 4000 /4000: 4000,,,
,7 / 5000 /5000: 5000,,,
,8 / 10000 /10.00: 10000,,,
,9 / 4096 /4096: 4096,,,
,10 / 8192 /8192: 8192,,,
,11 / 16384 /16.38: 16384,,,
,A change of the reference value by the specified,,,
,value causes one motor revolution.,,,
,Modified settings become active immediately.,,,
GEARreference,Synchronization method for operating mode,-,UINT16,CANopen 301B:12h
,Electronic Gear.,,,
,,0,R/W,Modbus 6948
,0 / Deactivated: Deactivated,,,
,,0,-,Profibus 6948
,1 / Position Synchronization Immediate:,,,
,Position synchronization without compensation,3,-,CIP 127.1.18
,movement,,,
,,,,ModbusTCP 6948
,2 / Position Synchronization Compensated:,,,
,Position synchronization with compensation,,,EtherCAT 301B:12h
,movement,,,
,,,,PROFINET 6948
,3 / Velocity Synchronization: Velocity,,,
,synchronization,,,
,Modified settings become active immediately.,,,
GEARselect,Gear ratio selection.,-,UINT16,CANopen 3026:Eh
,Switches between two gear ratios:,0,R/W,Modbus 9756
,Value 0: Use gear ratio defined by parameter,0,-,Profibus 9756
,GEARratio,,,
,,1,-,CIP 138.1.14
,Value 1: Use gear ratio from parameters,,,
,GEARnum2/GEARdenom2,,,ModbusTCP 9756
,Modified settings become active immediately.,,,EtherCAT 3026:Eh
,,,,PROFINET 9756
HMdis,Distance from switching point.,usr_p,INT32,CANopen 3028:7h
,The distance from the switching point is defined as,1,R/W,Modbus 10254
,the reference point.,,,
,,200,per.,Profibus 10254
,The parameter is only effective during a reference,,,
,movement without index pulse.,2147483647,-,CIP 140.1.7
,Modified settings become active the next time the,,,ModbusTCP 10254
,motor moves.,,,
,,,,EtherCAT 3028:7h
,,,,PROFINET 10254
