Parameter name,Description,Unit,Data type,Parameter address
,,,,via fieldbus
HMI menu,,Minimum value,R/W,
HMI name,,Factory setting,Persistent,
,,Maximum value,Expert,
_OpHours,Operating hours counter.,s,UINT32,CANopen 301C:Ah
Mon,,-,R/-,Modbus 7188
oPh,,-,-,Profibus 7188
,,-,-,CIP 128.1.10
,,,,ModbusTCP 7188
,,,,EtherCAT 301C:Ah
,,,,PROFINET 7188
_p_absENC,Absolute position with reference to the encoder,usr_p,UINT32,CANopen 301E:Fh
,range.,,,
Mon,,-,R/-,Modbus 7710
,This value corresponds to the modulo position of,,,
PAMu,the absolute encoder range.,-,-,Profibus 7710
,The value is no longer valid if the gear ratio of,-,-,CIP 130.1.15
,machine encoder and motor encoder is changed.,,,
,A restart is required in such a case.,,,ModbusTCP 7710
,,,,EtherCAT 301E:Fh
,,,,PROFINET 7710
_p_absmodulo,Absolute position with reference to internal,Inc,UINT32,CANopen 301E:Eh
,resolution in internal units.,,,
,,-,R/-,Modbus 7708
,This value is based on encoder raw position with,,,
,reference to internal resolution (131072 Inc).,-,-,Profibus 7708
,,-,-,CIP 130.1.14
,,,,ModbusTCP 7708
,,,,EtherCAT 301E:Eh
,,,,PROFINET 7708
_p_act,Actual position.,usr_p,INT32,CANopen 6064:0h
,,-,R/-,Modbus 7706
,,-,-,Profibus 7706
,,-,-,CIP 130.1.13
,,,,ModbusTCP 7706
,,,,EtherCAT 6064:0h
,,,,PROFINET 7706
_p_act_ENC1,Actual position of encoder 1.,usr_p,INT32,CANopen 301E:27h
,Available with firmware version ≥V01.01.,-,R/-,Modbus 7758
,,-,-,Profibus 7758
,,-,-,CIP 130.1.39
,,,,ModbusTCP 7758
,,,,EtherCAT 301E:27h
,,,,PROFINET 7758
