Parameter name,Description,Unit,Data type,Parameter address
,,,,via fieldbus
HMI menu,,Minimum value,R/W,
HMI name,,Factory setting,Persistent,
,,Maximum value,Expert,
CTRL2_KPn,Velocity controller P gain.,A/RPM,UINT16,CANopen 3013:1h
ConF→drC-,The default value is calculated on the basis of the,0.0001,R/W,Modbus 4866
,motor parameters.,,,
Pn2,,-,per.,Profibus 4866
,In the case of switching between the two control,,,
,"loop parameter sets, the values are changed",2.5400,-,CIP 119.1.1
,linearly over the time defined in the parameter,,,
,CTRL_ParChgTime.,,,ModbusTCP 4866
,In increments of 0.0001 A/RPM.,,,EtherCAT 3013:1h
,Modified settings become active immediately.,,,PROFINET 4866
CTRL2_KPp,Position controller P gain.,1/s,UINT16,CANopen 3013:3h
ConF→drC-,The default value is calculated.,2.0,R/W,Modbus 4870
PP2,In the case of switching between the two control,-,per.,Profibus 4870
,"loop parameter sets, the values are changed",,,
,linearly over the time defined in the parameter,900.0,-,CIP 119.1.3
,CTRL_ParChgTime.,,,
,,,,ModbusTCP 4870
,In increments of 0.1 1/s.,,,
,,,,EtherCAT 3013:3h
,Modified settings become active immediately.,,,
,,,,PROFINET 4870
CTRL2_Nf1bandw,Notch filter 1: Bandwidth.,%,UINT16,CANopen 3013:Ah
,Definition of bandwidth: 1 - Fb/F0,1.0,R/W,Modbus 4884
,In increments of 0.1 %.,70.0,per.,Profibus 4884
,Modified settings become active immediately.,90.0,expert,CIP 119.1.10
,,,,ModbusTCP 4884
,,,,EtherCAT 3013:Ah
,,,,PROFINET 4884
CTRL2_Nf1damp,Notch filter 1: Damping.,%,UINT16,CANopen 3013:8h
,In increments of 0.1 %.,55.0,R/W,Modbus 4880
,Modified settings become active immediately.,90.0,per.,Profibus 4880
,,99.0,expert,CIP 119.1.8
,,,,ModbusTCP 4880
,,,,EtherCAT 3013:8h
,,,,PROFINET 4880
CTRL2_Nf1freq,Notch filter 1: Frequency.,Hz,UINT16,CANopen 3013:9h
,The filter is deactivated at a value of 15000.,50.0,R/W,Modbus 4882
,In increments of 0.1 Hz.,1500.0,per.,Profibus 4882
,Modified settings become active immediately.,1500.0,expert,CIP 119.1.9
,,,,ModbusTCP 4882
,,,,EtherCAT 3013:9h
,,,,PROFINET 4882
