Parameter name,Description,Unit,Data type,Parameter address
,,,,via fieldbus
HMI menu,,Minimum value,R/W,
HMI name,,Factory setting,Persistent,
,,Maximum value,Expert,
Cap2Config,Capture input 2 configuration.,-,UINT16,CANopen 300A:3h
,0 / Falling Edge: Position capture at falling edge,0,R/W,Modbus 2566
,1 / Rising Edge: Position capture at rising edge,0,-,Profibus 2566
,2 / Both Edges: Position capture at both edges,2,-,CIP 110.1.3
,Modified settings become active immediately.,,,ModbusTCP 2566
,,,,EtherCAT 300A:3h
,,,,PROFINET 2566
Cap2Source,Capture input 2 encoder source.,-,UINT16,CANopen 300A:Bh
,0 / Pact Encoder 1: Source for capture input 2 is,0,R/W,Modbus 2582
,Pact of encoder 1,,,
,,0,-,Profibus 2582
,1 / Pact Encoder 2: Source for capture input 2 is,,,
,Pact of encoder 2 (module),1,-,CIP 110.1.11
,Modified settings become active immediately.,,,ModbusTCP 2582
,Available with firmware version ≥V01.01.,,,EtherCAT 300A:Bh
,,,,PROFINET 2582
Cap3Activate,Capture input 3 start/stop.,-,UINT16,CANopen 300A:12h
,0 / Capture Stop: Cancel capture function,0,R/W,Modbus 2596
,1 / Capture Once: Start one-time capture,-,-,Profibus 2596
,2 / Capture Continuous: Start continuous,2,-,CIP 110.1.18
,capture,,,
,,,,ModbusTCP 2596
,"In the case of one-time capture, the function is",,,
,terminated when the first value is captured.,,,EtherCAT 300A:12h
,"In the case of continuous capture, the function",,,PROFINET 2596
,continues to run.,,,
,Available with hardware version ≥RS03.,,,
,Modified settings become active immediately.,,,
Cap3Config,Capture input 3 configuration.,-,UINT16,CANopen 300A:11h
,0 / Falling Edge: Position capture at falling edge,0,R/W,Modbus 2594
,1 / Rising Edge: Position capture at rising edge,0,-,Profibus 2594
,Available with hardware version ≥RS03.,1,-,CIP 110.1.17
,Modified settings become active immediately.,,,ModbusTCP 2594
,,,,EtherCAT 300A:11h
,,,,PROFINET 2594
Cap3Source,Capture input 3 encoder source.,-,UINT16,CANopen 300A:15h
,0 / Pact Encoder 1: Source for capture input 3 is,0,R/W,Modbus 2602
,Pact of encoder 1,,,
,,0,-,Profibus 2602
,1 / Pact Encoder 2: Source for capture input 3 is,,,
,Pact of encoder 2 (module),1,-,CIP 110.1.21
,Available with hardware version ≥RS03.,,,ModbusTCP 2602
,Modified settings become active immediately.,,,EtherCAT 300A:15h
,,,,PROFINET 2602
