Parameter name,Description,Unit,Data type,Parameter address
,,,,via fieldbus
HMI menu,,Minimum value,R/W,
HMI name,,Factory setting,Persistent,
,,Maximum value,Expert,
HMp_home,Position at reference point.,usr_p,INT32,CANopen 3028:Bh
,"After a successful reference movement, this",-2147483648,R/W,Modbus 10262
,position is automatically set at the reference point.,,,
,,0,per.,Profibus 10262
,Modified settings become active the next time the,,,
,motor moves.,2147483647,-,CIP 140.1.11
,,,,ModbusTCP 10262
,,,,EtherCAT 3028:Bh
,,,,PROFINET 10262
